BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree,name
0.2992210518946616,0.3345375722543353,0.08068783068783068,23,150.39285714285714,5,30
0.0,0.0,0.024630541871921183,29,87.17241379310344,0,1412
15.814545671876513,0.4742880557262856,0.06010517414512975,264,127.36687631027253,273,3352
5.994238411883728,0.34362475879471577,0.045562270411186157,265,123.07560137457045,33,5254
8.832277763146509,0.4418782210345486,0.07587147708472412,145,133.97338403041826,137,5543
0.0,0.0,0.05303392259913999,92,150.72826086956522,0,7478
0.262594105235651,0.3318996415770609,0.11568627450980393,31,79.6078431372549,23,3
14.461137254528563,0.4133928571428571,0.04513005505980634,122,64.89565217391305,133,28
2.133714170314585,0.3752634138434106,0.10163850486431132,28,77.22222222222223,41,39
0.41693607900898677,0.2979024578561318,0.1398989898989899,40,109.42222222222222,7,54
0.0034056485634597683,0.21968115391914972,0.06060606060606061,11,25.5,2,108
1.8650835418692218,0.32278304517568324,0.08322026232473993,51,75.23880597014926,21,152
1.3794452005508482,0.39742489270386266,0.05482456140350877,35,98.47916666666667,63,178
1.9094821329051923,0.4242257650723841,0.06994266994266994,32,128.16216216216216,79,182
0.0,0.0,0.034055829228243024,175,103.65142857142857,0,214
0.0,0.0,0.05554646596858639,192,94.13020833333333,0,271
0.0,0.0,0.20175438596491227,19,143.6315789473684,0,286
0.0,0.0,0.1038961038961039,22,84.63636363636364,0,300
0.38805519844907327,0.35289634146341464,0.07142857142857142,35,94.01785714285714,21,348
0.0015060494226204083,0.1914964016874845,0.11666666666666667,15,81.1875,1,349
2.9388135063895238,0.4377836611195159,0.05342219401248281,24,115.95652173913044,117,371
1.3208374723291747,0.30472554955903647,0.10398860398860399,26,91.0,2,567
0.0,0.0,0.1590909090909091,12,94.0,0,581
0.05211080335301218,0.30670376258611554,0.22514619883040934,14,113.89473684210526,5,584
0.07074292862957864,0.3259645170374542,0.1225296442687747,10,103.1304347826087,13,586
0.13973028326925135,0.33825248392752777,0.14304993252361672,32,103.71794871794872,8,590
0.3627928741730851,0.34029104806702926,0.1261904761904762,13,98.9047619047619,8,604
0.0,0.0,0.09166666666666666,25,112.32,0,611
0.0,0.0,0.044444444444444446,10,40.5,0,8283
0.0,0.3908860759493671,0.10074906367041199,0,80.9,90,25
5.688404228659428,0.4701462225832656,0.033759996744063,20,71.72929936305732,302,6
13.565093275173666,0.4073552701038184,0.051075268817204304,44,62.07834101382488,182,8
0.27345422916627504,0.35517029763731206,0.1588345864661654,22,95.47368421052632,39,19
2.869720310611103,0.36822013679020205,0.08277591973244147,22,80.65217391304348,74,23
3.4287041138376386,0.4614311341439107,0.05508128805473605,41,93.03351955307262,150,29
1.5991074581104476,0.3512365346684873,0.11623376623376623,34,102.26785714285714,24,33
5.755887988574337,0.3522519780888619,0.08092508558235809,110,104.27044025157232,65,35
1.3972941524334643,0.3060954647626603,0.18826135105204872,32,113.4186046511628,14,50
6.984062982446106,0.3819501732387395,0.06918767507002802,67,76.35,64,55
0.9704535791640017,0.34235433303756285,0.049384098544232924,69,65.42105263157895,31,75
0.6187228750741843,0.3915102316928801,0.09657058699768567,43,80.54081632653062,59,80
7.318913017361267,0.42625667464555334,0.04711875871982412,108,96.79357798165138,122,86
0.8109170333825779,0.3905195681511471,0.067390062821245,27,77.62135922330097,80,94
1.4194451994314963,0.45383258184669667,0.054451901565995525,19,134.39333333333335,132,127
0.6446026773672618,0.395523663078763,0.09736842105263158,18,112.17105263157895,61,154
0.19959684035689193,0.35187718498252013,0.0902547065337763,27,105.18604651162791,19,192
0.04962670077486531,0.32651622002820874,0.13177339901477833,18,137.6206896551724,13,224
0.4639439492355639,0.3844237794752574,0.09090909090909091,21,119.36363636363636,25,226
0.3344568212940038,0.2925195855446045,0.09090909090909091,23,144.69565217391303,1,246
0.0,0.0,0.14722617354196302,38,108.63157894736842,0,252
1.3900214217042535,0.42696421984507565,0.09391336818521284,26,110.5576923076923,86,255
0.15296561055109872,0.3071513864932997,0.1159274193548387,25,100.71875,8,257
0.27171830587202606,0.29709958932238195,0.17634408602150536,24,124.51612903225806,8,261
0.04091614391726554,0.2910851251100214,0.21637426900584794,13,96.84210526315789,7,273
1.453043867706796,0.40472027972027974,0.0664843256890385,22,116.78571428571429,76,280
4.692744542792574,0.35375916870415647,0.055396541443053074,101,75.53076923076924,39,282
0.0,0.0,0.05591389180037088,158,96.19620253164557,0,299
0.2876961130980114,0.32660835214446954,0.06746031746031746,24,60.583333333333336,13,302
1.677248885181297,0.48973979268034695,0.047267291672713554,22,110.97338403041825,244,306
1.6525840489198032,0.43441546256333274,0.07619339045287638,41,114.38953488372093,142,308
3.9041330444173856,0.47264189465087797,0.047375482139862486,43,103.7276119402985,230,310
0.0,0.0,0.11295681063122924,43,133.06976744186048,0,322
0.5376282041260299,0.3775277234181344,0.07950310559006211,45,121.5,25,325
0.6029102686114218,0.39177525808089353,0.05785819482432148,20,78.04081632653062,80,339
0.9662759636908373,0.36468178954001257,0.09585037989479836,43,107.27118644067797,18,356
0.0,0.0,0.09848484848484848,12,85.58333333333333,0,358
0.7406517578502041,0.33954238779700796,0.07105263157894737,18,118.6,3,363
0.0,0.0,0.08686868686868687,45,93.57777777777778,0,370
0.0,0.0,0.12368421052631579,20,114.2,0,373
0.0,0.0,0.05555555555555555,28,85.60714285714286,0,377
0.0,0.0,0.12380952380952381,21,120.52380952380952,0,379
8.134578622380456,0.4389457717102769,0.05090772973984653,135,108.27737226277372,145,407
0.26779083860133923,0.2779445311562012,0.10272804774083547,66,145.2753623188406,4,415
0.0,0.0,0.06666666666666667,16,116.4375,0,422
0.0,0.0,0.15367965367965367,22,97.4090909090909,0,428
0.3347607496121825,0.3147518694765466,0.11261261261261261,70,118.86666666666666,8,439
0.0091339581316808,0.2999093146780671,0.17692307692307693,22,152.76923076923077,4,488
0.0,0.0,0.12894736842105264,20,106.7,0,514
1.214924629113097,0.3593604470661285,0.08322026232473993,49,122.7910447761194,24,545
1.0679620604581541,0.276549994026998,0.09110576923076923,62,115.21538461538462,4,549
1.3913587498421782,0.2573652028904947,0.0642512077294686,40,103.08695652173913,8,560
0.4474864627661897,0.30723291307232914,0.11823361823361823,17,84.14814814814815,12,592
12.344427078098482,0.47584789311408016,0.05187790311877903,77,122.97454545454545,214,600
0.0293647228806635,0.34906513872135103,0.13405797101449277,8,128.41666666666666,16,645
0.2951506768975844,0.41554478549632023,0.039494851994852,14,96.86607142857143,98,650
0.5098677806036467,0.32804307779509706,0.11887477313974591,44,143.68965517241378,14,659
0.3522108310469234,0.36376492771841606,0.06747638326585695,26,124.28205128205128,13,664
0.8537594746382158,0.34321719792438843,0.08962264150943396,35,148.71698113207546,19,667
0.5433065322642836,0.3206371191135734,0.12270531400966184,42,137.8913043478261,5,673
0.019750485794212586,1.0,0.1646153846153846,25,143.84615384615384,1,675
0.22476158459908402,0.2881144990665837,0.11735419630156473,33,115.44736842105263,6,696
0.5295773714873703,0.41636690647482016,0.06888309430682311,24,112.6864406779661,95,706
0.0018437690396784434,0.2293441648504062,0.21833333333333332,25,176.16,1,723
0.0,0.0,0.08813559322033898,60,113.3,0,739
0.0,0.0,0.0689484126984127,64,102.1875,0,756
0.0,0.0,0.08215102974828375,115,126.21739130434783,0,857
0.0,0.0,0.14736842105263157,20,169.65,0,864
0.0,0.0,0.08817126269956459,53,126.69811320754717,0,893
0.5086921155125683,0.3279501345799688,0.11904761904761904,78,177.0,12,959
0.3787838447534589,0.40564219379709127,0.09585289514866979,33,154.26388888888889,45,994
0.0,0.0,0.08021390374331551,34,103.08823529411765,0,1131
0.0,0.0,0.055303030303030305,121,144.68595041322314,0,3755
0.0,0.0,0.19090909090909092,11,126.0909090909091,0,8282
0.0,0.0,0.17777777777777778,10,85.9,0,8284
0.0,0.33939038686987105,0.13669950738916256,0,82.55172413793103,29,4
2.637031479677158,0.39131169709263014,0.07586064728921872,15,70.76767676767676,86,10
0.2523428426011498,0.32614821076359535,0.19658119658119658,14,132.96296296296296,14,38
7.550633440964802,0.3899932614555256,0.05428428856572569,149,131.1904761904762,24,56
0.04539896560523735,0.3285085852135661,0.1865530303030303,20,132.0909090909091,13,130
0.28262660637244774,0.31703642837578744,0.10040816326530612,22,61.5,30,140
0.820133831744617,0.4277531411677753,0.06572769953051644,15,130.04166666666666,58,147
1.6455474226683449,0.38138385502471167,0.05660377358490566,37,79.74766355140187,74,151
0.40020732826090255,0.3688655194391332,0.09355179704016914,22,117.02272727272727,23,232
0.4086018308396369,0.29259352881698686,0.05047879616963064,84,85.40697674418605,2,243
0.42743514491864304,0.3626821243929187,0.06242937853107345,13,88.23333333333333,47,341
0.009286365771526505,0.28840164444998134,0.17320261437908496,15,70.72222222222223,3,606
0.0,0.3514949157687054,0.191699604743083,0,75.6086956521739,23,5
0.0,0.0,0.19736842105263158,20,155.0,0,61
0.5642253790887486,0.3776508972267537,0.0898989898989899,16,135.22222222222223,29,89
0.17171804657446024,0.1899565110363502,0.08169934640522876,17,116.38888888888889,1,93
0.7416939301544861,0.2344066423653301,0.13450292397660818,18,116.26315789473684,1,153
0.43866019287066066,0.33204245553643147,0.18774703557312253,14,140.2173913043478,9,163
0.0,0.0,0.11363636363636363,12,104.16666666666667,0,167
0.2792599666021238,0.359472049689441,0.1278409090909091,24,128.15151515151516,9,168
0.42493549817665394,0.2764509195127776,0.10263157894736842,19,93.6,1,175
0.3122810644200615,0.3221093641296786,0.1600790513833992,20,126.1304347826087,5,34
0.700592992773134,0.3909152313407632,0.10538720538720539,28,127.2909090909091,29,132
0.43648505195338194,0.32679277244494637,0.09291521486643438,35,74.88095238095238,7,135
2.1938630603249627,0.39518607033117104,0.08977879481311976,53,109.8695652173913,70,171
0.0,0.0,0.1168091168091168,27,123.66666666666667,0,183
0.12312682678577415,0.32273804544820855,0.12561576354679804,21,137.10344827586206,8,216
0.0,0.0,0.10784313725490197,18,129.55555555555554,0,219
0.41541832535658835,0.3241388966676001,0.17096774193548386,27,178.09677419354838,5,227
0.057309360177045875,0.2966047405509289,0.09530141843971632,44,117.52083333333333,6,228
0.7075917572565871,0.37715868361029653,0.12996632996632998,21,98.32727272727273,39,236
0.0,0.0,0.19913419913419914,22,139.22727272727272,0,250
0.049364220363358614,0.3131764069264069,0.15808823529411764,13,105.41176470588235,6,258
2.9997282006312354,0.39237288135593223,0.058222222222222224,78,109.11904761904762,56,259
0.0,0.0,0.06280788177339902,29,117.10344827586206,0,274
0.8427711969009603,0.32767162066525124,0.09746720940750792,61,195.19402985074626,6,285
2.614936400116232,0.3852554501580962,0.07518294962875914,136,144.1340206185567,71,290
0.1514854983812359,1.0,0.1351950354609929,46,203.72916666666666,2,298
0.0020744900271312786,0.20232476839713337,0.13736263736263737,13,99.35714285714286,1,301
1.11751399113648,0.38855320577374963,0.0684973302822273,46,91.61739130434782,79,304
2.025094700028581,0.4443378119001919,0.08848635569296949,49,104.46242774566474,140,317
1.945292911222076,0.47457974579745793,0.04386121792005723,18,112.23113207547169,199,319
0.0,0.0,0.14285714285714285,7,87.0,0,359
0.33552434066451065,0.2535041611914148,0.15454545454545454,11,112.27272727272727,1,362
0.0,0.0,0.04779411764705882,17,114.41176470588235,0,378
0.0,0.0,0.08974358974358974,13,106.61538461538461,0,390
0.01749207039185451,1.0,0.06327985739750445,33,101.97058823529412,1,391
0.0,0.0,0.3,5,134.4,0,392
0.0,0.0,0.13450292397660818,19,104.42105263157895,0,394
0.0,0.0,0.11775362318840579,24,104.41666666666667,0,396
0.0,0.0,0.08163265306122448,50,78.96,0,402
0.46173341789274186,0.35332722832722835,0.09573170731707317,22,116.1951219512195,19,405
1.2766579351362264,0.38907563025210085,0.08922558922558922,23,129.16363636363636,34,406
0.0,0.0,0.07777777777777778,10,108.6,0,421
0.0345301956124803,0.3094092488639401,0.05291005291005291,22,99.53571428571429,6,427
0.0,0.0,0.09285714285714286,21,143.8095238095238,0,431
3.691272513855152,0.44725656877897996,0.04551499926112014,53,111.44059405940594,157,432
